loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,term_int,grade_int,emp_length_int,home_ownership_int,verification_status_int,purpose_int,income_tax
8000,13.99,273.39,48000.0,22.55,0.0,0,2,-1,0,0,3,0.0
7000,16.01,246.14,56000.0,24.3,0.0,0,2,1,0,2,2,0.0
10000,7.35,310.38,59000.0,7.1,0.0,0,0,5,0,2,0,0.0
18000,19.99,668.86,91500.0,32.66,0.0,0,3,10,0,1,1,6862.5
5000,5.32,150.58,42000.0,10.09,0.0,0,0,0,0,2,1,0.0
5000,5.32,150.58,67000.0,15.62,0.0,0,0,-1,0,2,2,5025.0
6500,6.83,200.2,50000.0,24.63,0.0,0,0,3,2,2,1,0.0
14450,24.5,570.72,60000.0,10.36,0.0,0,5,8,0,1,5,0.0
13000,21.45,355.0,70000.0,28.48,0.0,1,3,9,0,1,1,5250.0
13300,17.99,480.77,155000.0,20.29,0.0,0,3,3,0,0,2,11625.0
20000,7.07,618.19,144000.0,15.74,0.0,0,0,10,0,2,1,10800.0
10000,11.49,329.72,65000.0,7.85,0.0,0,1,2,2,2,3,0.0
8000,20.39,298.91,35000.0,19.55,0.0,0,3,5,2,1,1,0.0
30000,19.99,1114.76,83700.0,33.28,0.0,0,4,10,0,1,1,6277.5
16000,12.69,361.52,60000.0,18.72,1.0,1,2,10,0,2,1,0.0
35000,8.39,1103.09,165000.0,9.35,0.0,0,0,10,1,0,1,12375.0
13300,6.49,407.58,49920.0,23.87,0.0,0,0,10,0,1,1,0.0
10000,14.08,342.17,76500.0,22.23,0.0,0,2,0,0,0,3,5737.5
12000,13.99,279.16,75000.0,17.17,0.0,1,2,6,2,1,1,5625.0
11200,16.02,393.87,28000.0,32.83,0.0,0,2,-1,2,0,1,0.0
30000,11.49,989.14,118000.0,14.08,0.0,0,1,10,0,1,1,8850.0
35000,7.96,1096.13,210000.0,14.39,0.0,0,0,0,1,1,1,15750.0
5000,9.44,160.03,55000.0,15.03,1.0,0,1,3,0,1,1,0.0
25725,23.99,739.91,72800.0,36.28,1.0,1,5,0,0,0,1,5460.0
6000,7.21,185.84,45000.0,21.52,0.0,0,0,9,0,2,0,0.0
10000,13.59,230.57,58500.0,16.98,0.0,1,2,4,2,2,1,0.0
17000,11.99,378.07,52000.0,7.73,0.0,1,1,-1,1,2,3,0.0
2000,16.99,71.3,35000.0,13.37,1.0,0,3,1,2,2,1,0.0
20000,10.99,434.75,80000.0,27.36,0.0,1,1,5,2,2,1,6000.0
11200,14.48,385.41,35000.0,25.31,1.0,0,2,10,2,0,3,0.0
2400,12.49,80.28,38000.0,20.51,0.0,0,1,0,2,2,3,0.0
8000,10.42,259.72,35000.0,23.08,0.0,0,1,5,0,1,1,0.0
10000,6.67,307.27,40000.0,12.96,0.0,0,0,2,0,1,3,0.0
20000,11.99,444.79,42500.0,23.1,0.0,1,1,6,2,1,9,0.0
10000,22.35,278.19,16000.0,21.8,0.0,1,3,-1,2,2,1,0.0
10000,12.12,332.72,161630.44,4.83,0.0,0,1,9,0,2,2,12122.283
24000,12.69,542.28,89000.0,23.69,0.0,1,2,5,0,1,1,6675.0
2800,8.24,88.06,42000.0,8.31,0.0,0,1,10,0,0,0,0.0
16000,15.99,562.44,82000.0,10.38,1.0,0,2,10,2,1,1,6150.0
5000,5.32,150.58,49000.0,17.67,1.0,0,0,3,0,2,2,0.0
12000,9.67,385.35,65000.0,28.25,1.0,0,1,5,2,2,3,0.0
12000,19.52,314.74,47479.0,4.8,0.0,1,3,6,0,0,1,0.0
6000,14.49,206.5,36500.0,22.2,0.0,0,2,5,2,1,1,0.0
4000,5.32,120.46,110000.0,21.84,0.0,0,0,5,0,2,3,8250.0
12000,11.47,395.55,52000.0,9.88,0.0,0,1,10,0,1,1,0.0
24000,7.89,750.86,85000.0,23.75,1.0,0,0,10,2,1,1,6375.0
10000,6.99,308.73,65000.0,19.7,0.0,0,0,3,0,2,2,0.0
8000,14.47,275.26,52000.0,15.9,0.0,0,2,0,2,1,1,0.0
5000,11.99,166.05,25890.0,10.11,0.0,0,1,8,2,0,10,0.0
5000,12.62,167.56,60000.0,13.06,0.0,0,2,-1,2,0,0,0.0
30000,15.59,1048.65,120000.0,25.49,0.0,0,2,4,0,0,1,9000.0
22200,11.99,737.26,231000.0,9.43,0.0,0,2,8,0,1,1,17325.0
30450,16.02,740.81,118480.0,31.53,0.0,1,2,10,0,1,1,8886.0
15000,17.57,377.41,72000.0,16.42,2.0,1,3,10,0,2,2,5400.0
8400,9.99,271.01,67000.0,7.43,0.0,0,1,10,1,0,3,5025.0
10000,7.97,313.23,93000.0,11.2,0.0,0,0,5,2,2,3,6975.0
4800,15.02,166.45,82000.0,7.48,0.0,0,2,4,0,1,1,6150.0
10000,9.17,318.79,145000.0,5.72,0.0,0,1,0,2,1,3,10875.0
10500,6.99,324.17,76000.0,27.62,0.0,0,0,7,0,2,1,5700.0
5500,6.71,169.1,50000.0,11.71,0.0,0,0,4,2,2,3,0.0
8000,12.74,268.56,125000.0,12.74,0.0,0,2,0,0,0,1,9375.0
6000,8.18,188.52,32000.0,12.34,0.0,0,1,1,2,2,1,0.0
25000,20.2,665.14,65000.0,26.13,0.0,1,3,10,0,0,1,0.0
40000,18.94,1036.31,108000.0,12.01,0.0,1,3,10,1,0,7,8100.0
12000,11.31,394.63,158000.0,12.59,0.0,0,1,3,0,0,3,11850.0
15000,16.02,364.94,45000.0,7.76,0.0,1,2,10,1,1,1,0.0
4000,11.53,131.97,40704.0,9.4,0.0,0,1,-1,1,0,0,0.0
6000,10.07,193.81,89000.0,18.77,0.0,0,1,10,0,1,3,6675.0
12500,7.89,391.08,32000.0,12.17,1.0,0,0,6,2,2,1,0.0
19200,9.49,614.95,90000.0,14.59,3.0,0,1,10,0,2,1,6750.0
11200,12.74,253.35,75000.0,20.78,1.0,1,2,0,2,1,1,5625.0
17000,8.18,534.14,105000.0,10.69,1.0,0,1,1,2,1,1,7875.0
12000,15.05,285.8,65000.0,13.77,0.0,1,2,2,0,2,3,0.0
15000,16.99,534.72,50000.0,21.71,0.0,0,3,10,2,1,1,0.0
10000,19.03,259.58,48350.0,23.28,0.0,1,3,10,2,0,1,0.0
10000,11.53,329.91,105000.0,12.34,6.0,0,1,0,0,1,1,7875.0
10000,7.35,310.38,85500.0,28.95,0.0,0,0,10,2,2,1,6412.5
12000,13.99,279.16,30000.0,20.56,1.0,1,2,1,1,1,1,0.0
30000,11.31,656.93,65000.0,22.73,0.0,1,1,10,0,1,1,0.0
5000,12.29,166.77,52000.0,29.93,1.0,0,2,9,2,2,0,0.0
8000,19.03,293.37,147000.0,34.7,0.0,0,3,10,0,0,2,11025.0
20000,7.91,625.9,59950.0,25.37,0.0,0,0,10,2,2,3,0.0
5325,7.97,166.8,55000.0,2.95,0.0,0,0,10,0,1,1,0.0
35000,11.53,1154.66,112500.0,28.76,1.0,0,1,10,0,0,1,8437.5
8950,11.99,297.23,33000.0,16.86,0.0,0,1,-1,2,0,3,0.0
30000,11.99,996.29,200000.0,16.14,0.0,0,2,10,0,1,3,15000.0
25000,16.01,879.05,42000.0,14.09,0.0,0,2,8,0,1,1,0.0
8500,13.56,288.7,342835.0,1.3,0.0,0,2,0,2,2,1,25712.625
12000,6.03,365.23,130000.0,6.69,0.0,0,0,0,0,2,2,9750.0
35000,18.25,893.54,250000.0,14.09,0.0,1,4,4,1,0,3,18750.0
16000,10.99,523.75,50000.0,18.7,0.0,0,1,10,0,1,1,0.0
8000,6.97,246.91,47000.0,28.17,0.0,0,0,6,0,2,1,0.0
10000,6.46,306.31,50000.0,7.54,1.0,0,0,7,0,1,3,0.0
22500,25.78,670.74,45000.0,8.51,0.0,1,5,10,2,1,1,0.0
23000,23.99,661.53,105000.0,30.07,0.0,1,4,10,0,2,1,7875.0
30000,23.99,862.87,93500.0,18.7,0.0,1,4,2,2,1,1,7012.5
11000,14.85,380.52,48000.0,23.43,0.0,0,2,6,2,0,1,0.0
29000,15.05,1006.01,58000.0,23.24,0.0,0,2,10,0,2,3,0.0
9350,15.61,326.93,90000.0,1.15,0.0,0,3,10,0,0,1,6750.0
15000,19.42,553.04,70000.0,33.0,1.0,0,3,10,1,0,1,5250.0
16000,12.79,362.34,200000.0,11.43,0.0,1,2,10,1,1,2,15000.0
7550,19.48,278.59,21000.0,10.17,0.0,0,4,9,2,0,1,0.0
7000,7.21,216.82,28000.0,6.17,0.0,0,0,3,2,1,3,0.0
10000,9.75,321.5,35000.0,6.76,0.0,0,1,8,2,1,1,0.0
7000,9.93,225.65,25000.0,30.29,0.0,0,1,0,2,2,1,0.0
12000,23.32,466.53,87000.0,12.83,0.0,0,4,4,1,0,1,6525.0
6000,13.33,203.12,82000.0,10.68,0.0,0,2,10,0,1,1,6150.0
12000,6.67,368.72,78000.0,4.38,0.0,0,0,9,0,1,2,5850.0
25000,16.91,890.2,90000.0,12.7,1.0,0,2,10,2,1,1,6750.0
8000,12.74,268.56,92000.0,32.36,0.0,0,2,6,0,1,6,6900.0
10650,16.29,260.64,55000.0,8.38,0.0,1,3,6,2,1,1,0.0
13000,12.69,436.09,64000.0,16.86,0.0,0,2,8,2,0,0,0.0
8000,14.99,277.29,56800.0,14.66,0.0,0,2,10,2,0,1,0.0
6500,11.49,214.32,55000.0,28.45,0.0,0,1,5,2,1,1,0.0
16000,14.03,547.08,91000.0,37.94,0.0,0,2,10,2,2,1,6825.0
5000,16.55,177.15,30000.0,32.92,0.0,0,3,5,2,1,5,0.0
14000,10.91,457.75,65000.0,10.06,0.0,0,1,3,2,1,1,0.0
9600,9.16,306.0,135000.0,13.21,0.0,0,1,10,0,2,1,10125.0
20000,17.51,502.56,129996.0,13.48,2.0,1,4,4,0,0,1,9749.699999999999
24000,12.39,801.63,104300.0,18.49,1.0,0,2,10,0,0,1,7822.5
10000,13.68,340.23,70000.0,7.41,0.0,0,2,-1,2,0,3,5250.0
30700,16.99,762.81,275000.0,8.14,0.0,1,3,4,1,1,1,20625.0
30000,15.77,725.89,42000.0,11.97,1.0,1,3,10,2,0,1,0.0
10000,14.48,235.18,45000.0,10.45,0.0,1,2,5,0,1,1,0.0
10000,15.99,243.13,155000.0,12.02,1.0,1,2,2,1,1,5,11625.0
8800,15.31,306.4,34000.0,15.25,8.0,0,2,0,0,1,1,0.0
17000,7.97,532.49,60000.0,29.82,0.0,0,0,8,0,1,1,0.0
3000,14.08,102.65,25000.0,7.3,1.0,0,2,10,2,0,1,0.0
12000,16.55,295.34,37000.0,33.81,0.0,1,3,5,2,0,1,0.0
24000,12.99,545.96,88951.0,3.21,0.0,1,1,10,0,1,2,6671.325
12000,11.99,398.52,52000.0,24.87,0.0,0,1,10,2,0,3,0.0
4000,25.69,160.51,25000.0,6.48,0.0,0,5,-1,2,1,0,0.0
8875,15.81,311.19,36000.0,21.83,0.0,0,2,0,0,1,1,0.0
6600,13.59,224.27,15000.0,22.43,0.0,0,2,-1,1,2,3,0.0
7200,16.24,253.99,110000.0,11.91,0.0,0,2,10,2,0,3,8250.0
20000,13.99,465.27,75000.0,11.75,5.0,1,2,10,0,1,1,5625.0
5000,9.17,159.4,45000.0,10.24,1.0,0,1,2,2,2,1,0.0
8000,16.91,284.87,50000.0,37.18,0.0,0,2,6,2,0,1,0.0
12000,9.43,384.01,35520.0,7.74,0.0,0,1,0,2,1,9,0.0
12000,13.49,276.06,100000.0,20.88,0.0,1,2,0,2,1,1,7500.0
29500,13.59,680.16,63600.0,19.32,0.0,1,2,-1,0,0,1,0.0
25000,11.8,553.59,74880.0,33.96,0.0,1,1,10,2,2,3,5616.0
10000,10.42,214.55,45900.0,21.07,0.0,1,1,3,2,2,7,0.0
25000,10.42,536.36,150000.0,5.74,0.0,1,1,10,0,1,1,11250.0
20000,18.55,513.88,96000.0,16.48,0.0,1,4,4,0,0,1,7200.0
15000,13.33,343.84,78000.0,9.2,0.0,1,2,0,2,2,1,5850.0
13250,10.99,433.73,52000.0,24.3,0.0,0,1,0,0,1,1,0.0
30000,9.16,625.09,202389.0,13.45,0.0,1,1,10,0,2,9,15179.175
20000,14.99,475.7,131000.0,16.01,0.0,1,2,10,0,1,6,9825.0
24000,10.75,782.9,115000.0,11.48,1.0,0,1,4,0,2,7,8625.0
5600,17.77,201.81,40000.0,32.7,0.0,0,3,10,2,0,3,0.0
2000,10.08,64.61,41200.0,19.28,0.0,0,1,3,0,1,3,0.0
25000,18.25,638.25,72000.0,28.47,0.0,1,3,-1,1,0,3,5400.0
6000,11.55,198.0,78000.0,25.86,0.0,0,1,3,0,1,0,5850.0
6000,21.49,227.57,45660.05,14.59,0.0,0,3,10,1,1,2,0.0
10000,15.99,351.53,44000.0,32.11,0.0,0,2,10,0,1,2,0.0
6000,20.89,225.72,8400.0,95.63,0.0,0,3,-1,0,0,1,0.0
12350,17.86,445.62,24704.45,22.3,0.0,0,3,10,1,0,1,0.0
40000,10.33,856.4,79000.0,18.75,0.0,1,1,2,2,1,1,5925.0
32000,15.31,766.5,245000.0,19.39,0.0,1,2,10,0,0,1,18375.0
30000,10.75,648.54,125000.0,22.14,0.0,1,1,2,0,0,1,9375.0
9800,10.75,319.69,57400.0,38.6,1.0,0,1,0,2,2,1,0.0
5000,10.91,163.49,27500.0,19.73,1.0,0,1,10,0,0,2,0.0
16000,16.02,389.26,70000.0,20.93,1.0,1,2,10,2,2,3,5250.0
14400,13.65,332.46,60000.0,20.82,0.0,1,2,10,2,1,1,0.0
20000,7.35,620.75,85000.0,8.17,0.0,0,0,7,0,0,1,6375.0
15000,9.17,478.19,37000.0,24.55,1.0,0,1,2,2,1,1,0.0
3875,23.99,152.01,17940.0,3.68,0.0,0,4,0,2,1,1,0.0
5000,15.59,174.78,96000.0,32.2,2.0,0,2,-1,1,2,0,7200.0
24000,9.93,773.63,150000.0,10.53,2.0,0,1,4,2,1,1,11250.0
10000,16.02,351.67,60000.0,28.24,1.0,0,2,10,1,0,3,0.0
5000,11.98,166.03,30000.0,5.28,0.0,0,1,0,2,2,3,0.0
15925,18.2,577.33,37500.0,28.61,0.0,0,4,7,2,1,1,0.0
9925,18.75,362.56,29000.0,34.18,0.0,0,3,5,2,0,1,0.0
10000,9.44,320.05,60000.0,3.96,0.0,0,1,10,2,2,1,0.0
10000,15.61,349.65,49000.0,16.65,0.0,0,3,3,2,1,3,0.0
30000,14.33,703.2,80000.0,19.15,0.0,1,2,6,0,0,1,6000.0
2500,11.47,82.41,27000.0,24.22,0.0,0,1,1,2,0,8,0.0
3900,13.98,133.26,33000.0,23.89,0.0,0,2,3,2,2,0,0.0
20000,11.53,659.81,84000.0,23.0,0.0,0,1,2,0,1,3,6300.0
7500,12.29,250.15,48000.0,11.69,0.0,0,2,1,2,1,1,0.0
13325,11.49,439.35,70000.0,29.76,0.0,0,1,10,0,1,1,5250.0
24000,10.42,514.91,90000.0,15.92,0.0,1,1,10,2,2,1,6750.0
13200,20.0,490.56,70000.0,8.04,1.0,0,3,3,2,1,1,5250.0
24800,5.32,746.85,80000.0,24.51,1.0,0,0,5,1,2,3,6000.0
11000,10.99,360.08,60000.0,17.88,0.0,0,1,5,0,1,3,0.0
19000,7.89,594.43,92000.0,8.21,0.0,0,0,10,0,2,1,6900.0
12800,20.75,344.49,150000.0,14.13,0.0,1,4,10,0,1,3,11250.0
16000,9.44,512.08,68000.0,17.05,2.0,0,1,2,0,1,1,5100.0
40000,8.19,814.7,85000.0,25.57,0.0,1,0,9,3,1,3,6375.0
4000,11.99,132.84,47000.0,16.31,1.0,0,2,3,2,1,3,0.0
18000,19.53,472.2,90000.0,38.49,0.0,1,3,10,2,2,1,6750.0
27500,11.47,604.39,145000.0,18.36,2.0,1,1,2,0,1,1,10875.0
5000,16.29,176.51,85000.0,28.31,0.0,0,3,3,2,1,1,6375.0
2500,8.24,78.62,48000.0,29.48,0.0,0,1,10,1,1,0,0.0
16000,17.97,578.2,68000.0,27.07,0.0,0,3,3,2,2,1,5100.0
24000,15.8,581.09,91000.0,12.18,0.0,1,2,2,0,0,3,6825.0
10000,18.25,362.78,55000.0,18.74,0.0,0,3,10,0,0,3,0.0
15000,13.49,508.96,93000.0,11.05,1.0,0,2,8,0,2,1,6975.0
25000,6.99,771.82,121000.0,20.1,0.0,0,0,10,0,1,1,9075.0
15000,9.17,478.19,56000.0,20.66,0.0,0,1,10,2,1,3,0.0
28000,25.49,829.91,80000.0,20.39,0.0,1,4,0,1,1,1,6000.0
2900,11.53,95.68,22000.0,15.49,2.0,0,1,1,2,2,1,0.0
10000,16.02,351.67,35000.0,53.99,0.0,0,2,0,0,1,1,0.0
2400,12.29,80.05,40000.0,33.69,0.0,0,2,1,1,2,1,0.0
10000,6.07,304.54,81836.88,7.93,0.0,0,0,10,2,2,3,6137.7660000000005
3000,9.67,96.34,85000.0,1.24,0.0,0,1,10,0,0,3,6375.0
6400,13.49,217.16,70000.0,26.23,3.0,0,2,10,0,2,1,5250.0
10000,16.02,351.67,38000.0,19.71,0.0,0,2,4,2,1,3,0.0
5000,7.07,154.55,55000.0,4.78,0.0,0,0,0,0,1,1,0.0
19200,12.99,646.84,62000.0,21.37,0.0,0,2,10,2,1,1,0.0
8500,18.25,308.37,83000.0,7.14,0.0,0,3,7,1,1,1,6225.0
15000,10.75,489.31,108000.0,15.03,0.0,0,1,1,2,1,1,8100.0
6000,6.72,184.5,36000.0,16.34,0.0,0,0,10,0,1,3,0.0
8400,7.89,262.8,60000.0,26.56,0.0,0,0,10,0,2,3,0.0
4800,8.24,150.95,35000.0,3.26,0.0,0,1,0,2,1,3,0.0
20000,17.09,498.02,40000.0,24.75,0.0,1,3,10,0,2,1,0.0
5600,14.08,191.62,66828.0,24.92,0.0,0,2,10,2,0,1,5012.099999999999
7200,15.05,249.77,65000.0,7.64,2.0,0,2,8,2,1,1,0.0
4200,15.8,147.25,82000.0,23.0,0.0,0,2,10,0,2,8,6150.0
21000,9.44,672.11,175000.0,33.97,0.0,0,1,5,0,2,1,13125.0
40000,10.08,1292.2,104000.0,11.15,1.0,0,1,0,0,2,1,7800.0
2000,10.42,64.93,54000.0,30.48,0.0,0,1,10,0,2,3,0.0
21000,5.32,632.42,90000.0,18.39,0.0,0,0,4,2,1,3,6750.0
6000,6.19,183.05,70000.0,17.14,0.0,0,0,2,0,2,1,5250.0
35000,7.49,1088.56,750000.0,0.66,0.0,0,0,10,2,1,0,56250.0
10000,16.02,243.29,80000.0,17.84,0.0,1,2,3,2,0,1,6000.0
20000,23.1,564.96,74000.0,11.53,0.0,1,4,-1,0,1,2,5550.0
10000,14.99,346.61,70000.0,4.73,1.0,0,2,10,0,0,2,5250.0
4000,11.05,131.05,109992.0,36.96,0.0,0,1,10,1,0,4,8249.4
15000,16.55,531.44,30000.0,29.04,0.0,0,3,2,1,1,1,0.0
10500,19.19,273.48,55000.0,18.72,0.0,1,4,6,1,0,1,0.0
15000,14.08,513.25,90000.0,12.05,1.0,0,2,7,0,2,3,6750.0
35000,19.52,917.97,109500.0,26.28,0.0,1,4,3,0,0,1,8212.5
24000,14.49,825.99,125000.0,5.0,0.0,0,2,0,2,0,7,9375.0
20000,14.08,466.2,102900.0,16.8,0.0,1,2,9,0,2,3,7717.5
35000,14.85,829.9,79000.0,34.68,0.0,1,2,1,2,1,1,5925.0
10000,15.05,346.9,60000.0,23.8,0.0,0,2,6,1,1,3,0.0
3000,7.34,93.1,32344.0,14.29,0.0,0,0,1,2,2,1,0.0
6100,19.52,225.21,29400.0,23.47,0.0,0,4,-1,2,0,1,0.0
7075,12.29,235.98,45000.0,30.75,0.0,0,2,5,2,1,1,0.0
7000,14.22,239.99,56004.0,16.99,0.0,0,2,3,2,1,1,0.0
20000,11.06,655.35,82000.0,12.41,0.0,0,1,10,2,1,1,6150.0
20000,8.18,628.39,70000.0,15.5,0.0,0,1,2,0,2,1,5250.0
21000,15.31,503.02,74873.0,27.2,0.0,1,2,5,2,0,0,5615.474999999999
3000,14.08,102.65,33000.0,26.51,0.0,0,2,6,2,1,1,0.0
10000,13.49,339.31,75000.0,23.33,0.0,0,2,10,2,2,1,5625.0
35000,14.47,1204.23,350000.0,14.95,0.0,0,2,4,0,1,1,26250.0
4000,10.42,129.86,70000.0,25.51,0.0,0,1,10,1,1,1,5250.0
25000,14.09,855.54,80000.0,20.67,0.0,0,3,10,2,0,1,6000.0
35000,19.99,927.1,130000.0,1.53,0.0,1,4,7,2,0,0,9750.0
12000,5.32,361.38,70000.0,19.5,0.0,0,0,4,2,2,3,5250.0
5000,16.91,178.04,27000.0,29.78,0.0,0,2,-1,1,0,1,0.0
16000,15.59,559.28,89000.0,22.05,0.0,0,2,9,1,0,1,6675.0
8150,12.99,274.57,39609.0,22.42,0.0,0,2,0,0,2,3,0.0
7500,15.59,262.17,31200.0,22.62,0.0,0,2,-1,1,0,3,0.0
11200,18.25,285.94,45000.0,14.56,0.0,1,4,-1,2,0,4,0.0
35000,15.99,850.95,67716.0,29.2,0.0,1,2,7,0,0,3,5078.7
2100,7.97,65.78,90000.0,27.73,0.0,0,0,7,1,2,8,6750.0
5000,5.31,150.56,75000.0,0.48,1.0,0,0,10,0,2,4,5625.0
29650,17.86,750.66,64500.0,30.81,0.0,1,3,5,0,2,1,0.0
9600,9.76,308.69,60000.0,13.96,0.0,0,1,-1,2,0,1,0.0
15000,10.42,486.98,56000.0,18.15,0.0,0,1,0,0,0,1,0.0
14500,13.56,334.1,46000.0,22.25,1.0,1,2,10,2,2,3,0.0
12000,10.99,392.81,100000.0,18.28,0.0,0,1,0,0,1,1,7500.0
40000,5.32,1204.6,250000.0,19.45,0.0,0,0,2,0,0,2,18750.0
16000,11.99,355.84,70000.0,4.56,0.0,1,1,10,0,2,2,5250.0
11000,12.69,369.0,38500.0,28.37,0.0,0,2,3,0,0,1,0.0
3000,14.65,103.49,62000.0,8.44,0.0,0,2,2,2,2,0,0.0
3000,12.49,100.35,42000.0,5.63,0.0,0,1,0,2,0,1,0.0
24000,9.17,765.1,305744.0,12.03,0.0,0,1,10,0,1,1,22930.8
18000,12.29,600.36,65000.0,33.3,2.0,0,2,-1,0,0,1,0.0
4500,14.49,154.88,48000.0,23.45,3.0,0,2,5,2,0,7,0.0
20000,10.75,652.41,140000.0,5.85,0.0,0,1,10,0,2,1,10500.0
15200,15.05,527.29,40000.0,20.79,0.0,0,2,0,1,1,1,0.0
20000,6.08,609.17,75000.0,20.63,0.0,0,0,10,1,0,1,5625.0
25000,23.88,717.46,65000.0,23.69,0.0,1,4,6,0,2,2,0.0
8000,14.65,275.96,32000.0,29.07,0.0,0,2,4,2,2,1,0.0
20000,18.06,723.66,110000.0,28.65,0.0,0,3,6,2,1,1,8250.0
17500,6.54,330.44,60000.0,10.74,0.0,0,0,10,2,2,5,0.0
10000,11.53,329.91,50000.0,0.48,0.0,0,1,0,1,1,9,0.0
13500,16.01,328.37,26000.0,11.27,0.0,1,2,2,2,1,1,0.0
8000,5.32,240.92,200000.0,10.71,0.0,0,0,4,2,1,1,15000.0
6400,11.49,211.02,68720.0,13.52,0.0,0,1,10,1,1,1,5154.0
20000,9.99,424.85,65000.0,20.64,0.0,1,1,10,0,2,1,0.0
3275,23.99,128.48,32000.0,19.43,0.0,0,4,3,2,1,1,0.0
16000,11.47,527.39,57987.0,15.5,0.0,0,1,10,1,0,3,0.0
13875,27.79,430.26,60000.0,29.14,0.0,1,5,10,2,0,1,0.0
26225,28.69,827.49,80000.0,30.18,0.0,1,5,1,0,1,3,6000.0
20000,17.77,505.37,68000.0,29.19,0.0,1,3,10,0,0,1,5100.0
13000,17.57,327.09,90000.0,10.57,1.0,1,3,10,0,0,3,6750.0
21000,19.99,556.26,152000.0,18.85,0.0,1,3,10,0,0,1,11400.0
28000,13.35,948.16,120000.0,15.09,0.0,0,2,9,0,1,1,9000.0
7000,14.47,240.85,84996.0,16.36,0.0,0,2,0,1,1,4,6374.7
6000,14.46,206.41,25000.0,33.7,0.0,0,2,3,2,1,1,0.0
12000,10.42,389.58,52000.0,9.3,0.0,0,1,3,2,2,1,0.0
24600,17.97,888.98,132000.0,25.09,0.0,0,3,5,0,2,3,9900.0
16000,15.59,385.62,120000.0,7.96,0.0,1,2,10,0,0,1,9000.0
19475,19.52,719.01,44000.0,23.43,0.0,0,3,1,2,0,1,0.0
14400,12.39,323.17,60800.0,21.84,0.0,1,2,10,2,1,1,0.0
30000,19.05,1100.44,135000.0,26.17,0.0,0,3,10,2,0,1,10125.0
12800,6.99,395.17,97400.0,6.59,0.0,0,0,4,2,2,1,7305.0
9000,19.99,334.43,30000.0,17.0,0.0,0,4,1,2,1,1,0.0
3000,8.18,94.26,40000.0,13.11,0.0,0,1,8,2,2,3,0.0
34000,9.17,1083.89,120000.0,27.95,1.0,0,1,10,0,1,3,9000.0
12000,7.21,371.68,65000.0,14.4,0.0,0,0,0,1,2,3,0.0
12000,7.12,371.19,69000.0,13.25,0.0,0,0,2,2,2,3,5175.0
13500,14.07,314.62,70000.0,29.45,0.0,1,2,5,0,2,1,5250.0
40000,10.41,1298.41,65000.0,24.11,0.0,0,1,10,0,0,3,0.0
2500,12.62,83.78,97655.0,23.53,4.0,0,2,10,0,1,1,7324.125
4500,15.61,157.35,60000.0,1.1,0.0,0,3,10,2,0,1,0.0
12000,9.76,385.86,62500.0,14.84,0.0,0,1,3,2,2,3,0.0
16000,15.99,389.01,52700.0,22.03,2.0,1,2,10,0,0,3,0.0
10500,24.85,416.65,42224.0,26.44,0.0,0,4,4,2,0,3,0.0
7000,8.9,222.28,27561.0,28.65,0.0,0,0,0,2,0,1,0.0
13000,11.99,289.12,36000.0,26.7,0.0,1,1,10,0,2,1,0.0
12000,7.62,373.94,70000.0,15.36,0.0,0,0,10,0,2,3,5250.0
20000,19.42,523.45,35360.0,12.19,0.0,1,3,2,2,1,0,0.0
17600,25.82,525.08,40000.0,15.03,1.0,1,4,2,1,0,1,0.0
12000,15.02,416.11,98000.0,12.45,1.0,0,2,10,0,1,2,7350.0
18750,15.99,659.11,125000.0,5.38,0.0,0,2,2,2,1,1,9375.0
5000,7.39,155.28,48000.0,24.58,0.0,0,0,5,2,2,1,0.0
35000,12.62,1172.9,102000.0,15.85,0.0,0,2,10,1,1,1,7650.0
28000,10.99,916.56,155000.0,12.55,0.0,0,1,2,2,0,1,11625.0
5500,13.59,186.89,20000.0,37.64,1.0,0,2,0,2,1,1,0.0
6000,12.29,200.12,51000.0,30.96,2.0,0,2,8,2,1,4,0.0
8000,12.69,268.36,45000.0,31.79,0.0,0,2,1,0,2,0,0.0
9500,10.16,307.26,35000.0,27.09,0.0,0,1,2,1,1,3,0.0
7200,16.29,254.17,37500.0,8.19,0.0,0,3,3,2,2,1,0.0
6400,16.29,225.93,64000.0,10.46,0.0,0,2,10,2,1,1,0.0
6300,16.99,224.59,17554.8,27.7,0.0,0,3,-1,1,0,1,0.0
18000,14.03,419.11,50000.0,21.8,0.0,1,2,1,1,1,1,0.0
31000,20.99,838.48,75000.0,24.99,0.0,1,4,10,0,0,1,5625.0
12000,10.41,389.53,65000.0,27.11,0.0,0,1,1,2,2,3,0.0
16000,7.9,500.65,82000.0,19.19,0.0,0,0,10,0,2,1,6150.0
30000,12.69,677.85,150000.0,4.77,0.0,1,2,8,0,0,1,11250.0
8000,16.02,281.34,175000.0,16.64,0.0,0,2,10,0,1,0,13125.0
10800,11.39,355.58,65000.0,14.62,0.0,0,1,1,2,1,1,0.0
19375,9.49,620.55,121200.0,14.43,0.0,0,1,10,1,2,3,9090.0
10000,16.55,354.3,60000.0,27.91,0.0,0,3,3,2,0,3,0.0
10000,17.99,361.48,29760.0,27.74,8.0,0,3,0,1,1,3,0.0
25450,20.2,677.11,57000.0,31.84,1.0,1,3,10,0,0,3,0.0
